instante,fecha,temporada,a–o,mes,hora,dia_festivo,dia_semana,dia_laboral,categoria_clima,temperatura,humedad,velocidad,casual,registrado,conteo,mala_entrega
13329,14/07/2012,3,1,7,13,0,6,0,2,0.76,0.62,0.0896,219,372,591,6
13330,14/07/2012,3,1,7,14,0,6,0,1,0.8,0.55,0.1045,269,363,632,2
13331,14/07/2012,3,1,7,15,0,6,0,1,0.8,0.55,0.1642,243,317,560,5
13332,14/07/2012,3,1,7,16,0,6,0,2,0.72,0.79,0.3582,226,340,566,1
13333,14/07/2012,3,1,7,17,0,6,0,3,0.7,0.79,0.1642,199,259,458,7
13334,14/07/2012,3,1,7,18,0,6,0,1,0.72,0.79,0.1343,108,243,351,5
13335,14/07/2012,3,1,7,19,0,6,0,1,0.72,0.84,0.0896,156,275,431,4
13336,14/07/2012,3,1,7,20,0,6,0,1,0.72,0.84,0.0896,101,255,356,2
13337,14/07/2012,3,1,7,21,0,6,0,1,0.7,0.84,0.2239,69,200,269,6
13338,14/07/2012,3,1,7,22,0,6,0,1,0.7,0.79,0.194,65,160,225,1
13339,14/07/2012,3,1,7,23,0,6,0,2,0.68,0.83,0.0896,55,156,211,4
13340,15/07/2012,3,1,7,0,0,0,0,1,0.68,0.89,0.1642,40,147,187,4
13341,15/07/2012,3,1,7,1,0,0,0,2,0.68,0.89,0.1343,49,119,168,6
13342,15/07/2012,3,1,7,2,0,0,0,2,0.68,0.89,0.1642,29,86,115,7
13343,15/07/2012,3,1,7,3,0,0,0,2,0.68,0.89,0.1642,15,42,57,4
13344,15/07/2012,3,1,7,4,0,0,0,2,0.68,0.89,0.1045,8,11,19,3
13345,15/07/2012,3,1,7,5,0,0,0,1,0.68,0.89,0.1343,2,7,9,0
13346,15/07/2012,3,1,7,6,0,0,0,1,0.68,0.83,0.1343,6,9,15,0
13347,15/07/2012,3,1,7,7,0,0,0,1,0.7,0.79,0.0896,17,30,47,4
13348,15/07/2012,3,1,7,8,0,0,0,2,0.7,0.84,0.1343,37,96,133,1
13349,15/07/2012,3,1,7,9,0,0,0,2,0.72,0.79,0,58,163,221,7
13350,15/07/2012,3,1,7,10,0,0,0,1,0.76,0.66,0.1343,141,241,382,4
13351,15/07/2012,3,1,7,11,0,0,0,1,0.82,0.52,0.1642,170,281,451,4
13352,15/07/2012,3,1,7,12,0,0,0,1,0.84,0.47,0.1045,153,336,489,3
13353,15/07/2012,3,1,7,13,0,0,0,1,0.86,0.41,0.1045,171,309,480,3
13354,15/07/2012,3,1,7,14,0,0,0,1,0.9,0.37,0.2537,162,314,476,0
13355,15/07/2012,3,1,7,15,0,0,0,1,0.86,0.47,0.1343,182,307,489,3
13356,15/07/2012,3,1,7,16,0,0,0,1,0.86,0.41,0.2239,152,343,495,5
13357,15/07/2012,3,1,7,17,0,0,0,1,0.8,0.59,0.4925,122,314,436,2
13358,15/07/2012,3,1,7,18,0,0,0,3,0.72,0.79,0.3582,84,228,312,7
13359,15/07/2012,3,1,7,19,0,0,0,1,0.72,0.84,0.2239,109,203,312,0
13360,15/07/2012,3,1,7,20,0,0,0,1,0.72,0.79,0.2537,95,199,294,0
13361,15/07/2012,3,1,7,21,0,0,0,1,0.72,0.79,0.0896,59,164,223,7
13362,15/07/2012,3,1,7,22,0,0,0,1,0.72,0.74,0.1045,34,96,130,5
13363,15/07/2012,3,1,7,23,0,0,0,1,0.72,0.79,0.1343,25,66,91,0
13364,16/07/2012,3,1,7,0,0,1,1,3,0.72,0.79,0.1045,11,32,43,2
13365,16/07/2012,3,1,7,1,0,1,1,2,0.7,0.74,0.194,1,10,11,5
13366,16/07/2012,3,1,7,2,0,1,1,1,0.7,0.74,0.1045,4,11,15,5
13367,16/07/2012,3,1,7,3,0,1,1,1,0.68,0.79,0.0896,2,4,6,4
13368,16/07/2012,3,1,7,4,0,1,1,1,0.68,0.79,0.1045,1,11,12,6
13369,16/07/2012,3,1,7,5,0,1,1,1,0.66,0.78,0.1045,10,40,50,3
13370,16/07/2012,3,1,7,6,0,1,1,1,0.68,0.79,0.1343,8,132,140,0
13371,16/07/2012,3,1,7,7,0,1,1,1,0.72,0.7,0.0896,24,459,483,4
13372,16/07/2012,3,1,7,8,0,1,1,1,0.74,0.66,0.1045,48,619,667,0
13373,16/07/2012,3,1,7,9,0,1,1,1,0.76,0.62,0.1642,51,297,348,5
13374,16/07/2012,3,1,7,10,0,1,1,1,0.8,0.59,0,69,117,186,1
13375,16/07/2012,3,1,7,11,0,1,1,1,0.84,0.53,0.2239,57,125,182,6
13376,16/07/2012,3,1,7,12,0,1,1,1,0.84,0.49,0.1343,79,158,237,3
13377,16/07/2012,3,1,7,13,0,1,1,1,0.84,0.49,0.2836,63,176,239,2
13378,16/07/2012,3,1,7,14,0,1,1,1,0.88,0.42,0.1045,53,159,212,2
13379,16/07/2012,3,1,7,15,0,1,1,1,0.86,0.47,0.2537,61,176,237,6
13380,16/07/2012,3,1,7,16,0,1,1,3,0.76,0.66,0.5821,77,309,386,1
13381,16/07/2012,3,1,7,17,0,1,1,3,0.76,0.66,0.5821,86,669,755,2
13382,16/07/2012,3,1,7,18,0,1,1,1,0.84,0.53,0,97,697,794,1
13383,16/07/2012,3,1,7,19,0,1,1,1,0.8,0.63,0.1343,92,503,595,3
13384,16/07/2012,3,1,7,20,0,1,1,1,0.8,0.59,0.1343,66,388,454,3
13385,16/07/2012,3,1,7,21,0,1,1,1,0.76,0.66,0.1343,45,283,328,6
13386,16/07/2012,3,1,7,22,0,1,1,1,0.76,0.62,0.0896,56,228,284,0
13387,16/07/2012,3,1,7,23,0,1,1,1,0.74,0.74,0.0896,27,139,166,0
13388,17/07/2012,3,1,7,0,0,2,1,1,0.72,0.84,0.1045,10,43,53,3
13389,17/07/2012,3,1,7,1,0,2,1,1,0.74,0.7,0,4,21,25,0
13390,17/07/2012,3,1,7,2,0,2,1,1,0.72,0.7,0.0896,1,6,7,4
13391,17/07/2012,3,1,7,3,0,2,1,1,0.72,0.66,0,0,3,3,2
13392,17/07/2012,3,1,7,4,0,2,1,1,0.72,0.62,0,0,7,7,0
13393,17/07/2012,3,1,7,5,0,2,1,1,0.68,0.74,0.0896,7,31,38,7
13394,17/07/2012,3,1,7,6,0,2,1,1,0.72,0.66,0.1045,16,197,213,0
13395,17/07/2012,3,1,7,7,0,2,1,2,0.74,0.7,0,26,500,526,4
13396,17/07/2012,3,1,7,8,0,2,1,2,0.8,0.55,0,43,618,661,2
13397,17/07/2012,3,1,7,9,0,2,1,2,0.82,0.49,0.2239,32,288,320,5
13398,17/07/2012,3,1,7,10,0,2,1,2,0.84,0.49,0.194,37,122,159,3
13399,17/07/2012,3,1,7,11,0,2,1,2,0.86,0.47,0,60,146,206,1
13400,17/07/2012,3,1,7,12,0,2,1,2,0.9,0.35,0,80,174,254,2
13401,17/07/2012,3,1,7,13,0,2,1,1,0.92,0.31,0.194,53,168,221,4
13402,17/07/2012,3,1,7,14,0,2,1,1,0.94,0.29,0.2537,54,160,214,7
13403,17/07/2012,3,1,7,15,0,2,1,1,0.92,0.31,0.1642,57,187,244,1
13404,17/07/2012,3,1,7,16,0,2,1,1,0.92,0.29,0.1642,64,317,381,0
13405,17/07/2012,3,1,7,17,0,2,1,1,0.92,0.29,0,95,675,770,7
13406,17/07/2012,3,1,7,18,0,2,1,1,0.9,0.33,0.194,60,712,772,0
13407,17/07/2012,3,1,7,19,0,2,1,1,0.88,0.35,0.2537,69,478,547,0
13408,17/07/2012,3,1,7,20,0,2,1,1,0.86,0.34,0.1642,52,375,427,5
13409,17/07/2012,3,1,7,21,0,2,1,1,0.82,0.52,0.1343,50,283,333,0
13410,17/07/2012,3,1,7,22,0,2,1,1,0.8,0.55,0.2239,29,215,244,1
13411,17/07/2012,3,1,7,23,0,2,1,1,0.78,0.59,0.194,22,139,161,6
13412,18/07/2012,3,1,7,0,0,3,1,1,0.76,0.66,0.1642,8,45,53,2
13413,18/07/2012,3,1,7,1,0,3,1,1,0.76,0.66,0.1045,2,14,16,5
13414,18/07/2012,3,1,7,2,0,3,1,1,0.74,0.66,0.1343,3,5,8,4
13415,18/07/2012,3,1,7,3,0,3,1,1,0.74,0.66,0.1343,2,2,4,3
13416,18/07/2012,3,1,7,4,0,3,1,1,0.72,0.7,0.1343,0,6,6,4
13417,18/07/2012,3,1,7,5,0,3,1,1,0.72,0.7,0.1642,5,41,46,3
13418,18/07/2012,3,1,7,6,0,3,1,1,0.72,0.7,0.1642,10,152,162,6
13419,18/07/2012,3,1,7,7,0,3,1,1,0.74,0.66,0.1642,23,472,495,0
13420,18/07/2012,3,1,7,8,0,3,1,1,0.78,0.62,0.1045,55,624,679,1
13421,18/07/2012,3,1,7,9,0,3,1,1,0.82,0.56,0,44,253,297,0
13422,18/07/2012,3,1,7,10,0,3,1,1,0.9,0.42,0.194,39,99,138,3
13423,18/07/2012,3,1,7,11,0,3,1,1,0.9,0.42,0,47,136,183,2
13424,18/07/2012,3,1,7,12,0,3,1,1,0.92,0.37,0.1343,36,166,202,3
13425,18/07/2012,3,1,7,13,0,3,1,1,0.94,0.33,0,49,154,203,3
13426,18/07/2012,3,1,7,14,0,3,1,1,0.94,0.38,0.3284,54,116,170,5
13427,18/07/2012,3,1,7,15,0,3,1,3,0.92,0.35,0.3582,42,152,194,6
13428,18/07/2012,3,1,7,16,0,3,1,1,0.74,0.66,0.2537,34,190,224,7
13429,18/07/2012,3,1,7,17,0,3,1,1,0.74,0.7,0.2537,35,335,370,2
13430,18/07/2012,3,1,7,18,0,3,1,2,0.76,0.62,0.1343,63,580,643,6
13431,18/07/2012,3,1,7,19,0,3,1,2,0.76,0.62,0.1045,78,438,516,5
13432,18/07/2012,3,1,7,20,0,3,1,1,0.74,0.62,0.0896,56,310,366,3
13433,18/07/2012,3,1,7,21,0,3,1,1,0.76,0.62,0,53,266,319,6
13434,18/07/2012,3,1,7,22,0,3,1,1,0.76,0.58,0.0896,42,246,288,1
13435,18/07/2012,3,1,7,23,0,3,1,1,0.76,0.58,0.0896,19,112,131,1
13436,19/07/2012,3,1,7,0,0,4,1,1,0.74,0.66,0.0896,16,50,66,0
13437,19/07/2012,3,1,7,1,0,4,1,1,0.74,0.66,0.0896,6,19,25,5
13438,19/07/2012,3,1,7,2,0,4,1,1,0.72,0.7,0.194,0,7,7,2
13439,19/07/2012,3,1,7,3,0,4,1,1,0.72,0.7,0.1045,1,4,5,0
13440,19/07/2012,3,1,7,4,0,4,1,1,0.72,0.7,0.1045,0,8,8,7
13441,19/07/2012,3,1,7,5,0,4,1,2,0.72,0.7,0.1045,5,35,40,4
13442,19/07/2012,3,1,7,6,0,4,1,1,0.72,0.66,0.1343,8,144,152,0
13443,19/07/2012,3,1,7,7,0,4,1,1,0.74,0.58,0.2836,23,450,473,2
13444,19/07/2012,3,1,7,8,0,4,1,1,0.76,0.58,0.2537,32,625,657,0
13445,19/07/2012,3,1,7,9,0,4,1,2,0.76,0.58,0.2836,36,282,318,2
13446,19/07/2012,3,1,7,10,0,4,1,1,0.76,0.58,0.194,41,157,198,7
13447,19/07/2012,3,1,7,11,0,4,1,1,0.8,0.55,0.1045,54,162,216,7
13448,19/07/2012,3,1,7,12,0,4,1,1,0.84,0.49,0.2836,59,215,274,4
13449,19/07/2012,3,1,7,13,0,4,1,1,0.84,0.47,0.1343,74,180,254,5
13450,19/07/2012,3,1,7,14,0,4,1,1,0.86,0.44,0.0896,46,151,197,5
13451,19/07/2012,3,1,7,15,0,4,1,1,0.84,0.47,0.0896,66,226,292,2
13452,19/07/2012,3,1,7,16,0,4,1,1,0.84,0.47,0.0896,70,288,358,2
13453,19/07/2012,3,1,7,17,0,4,1,1,0.86,0.41,0,93,678,771,0
13454,19/07/2012,3,1,7,18,0,4,1,1,0.86,0.41,0.194,93,684,777,6
13455,19/07/2012,3,1,7,19,0,4,1,1,0.84,0.44,0.2537,53,480,533,3
13456,19/07/2012,3,1,7,20,0,4,1,1,0.82,0.49,0.1642,65,440,505,2
13457,19/07/2012,3,1,7,21,0,4,1,3,0.66,0.89,0.2537,38,294,332,7
13458,19/07/2012,3,1,7,22,0,4,1,3,0.66,0.89,0.2537,6,62,68,3
13459,19/07/2012,3,1,7,23,0,4,1,3,0.66,0.89,0.2239,3,62,65,6
13460,20/07/2012,3,1,7,0,0,5,1,3,0.66,0.89,0.0896,2,32,34,2
13461,20/07/2012,3,1,7,1,0,5,1,1,0.66,0.89,0.1343,2,9,11,3
13462,20/07/2012,3,1,7,2,0,5,1,2,0.66,0.89,0.0896,5,14,19,4
13463,20/07/2012,3,1,7,3,0,5,1,2,0.66,0.89,0.1045,7,29,36,0
13464,20/07/2012,3,1,7,4,0,5,1,2,0.66,0.89,0.1642,3,6,9,0
13465,20/07/2012,3,1,7,5,0,5,1,2,0.66,0.89,0.1343,2,40,42,7
13466,20/07/2012,3,1,7,6,0,5,1,2,0.66,0.89,0.1642,3,123,126,5
13467,20/07/2012,3,1,7,7,0,5,1,2,0.66,0.89,0.194,14,346,360,3
13468,20/07/2012,3,1,7,8,0,5,1,2,0.68,0.83,0.1642,39,652,691,0
13469,20/07/2012,3,1,7,9,0,5,1,2,0.7,0.79,0.1343,45,328,373,7
13470,20/07/2012,3,1,7,10,0,5,1,2,0.7,0.79,0.1642,51,182,233,0
13471,20/07/2012,3,1,7,11,0,5,1,3,0.72,0.74,0.194,51,161,212,1
13472,20/07/2012,3,1,7,12,0,5,1,3,0.68,0.83,0.1642,41,233,274,4
13473,20/07/2012,3,1,7,13,0,5,1,3,0.68,0.83,0.1045,20,136,156,0
13474,20/07/2012,3,1,7,14,0,5,1,3,0.7,0.84,0.1642,53,176,229,0
13475,20/07/2012,3,1,7,15,0,5,1,2,0.7,0.84,0.2985,47,169,216,4
13476,20/07/2012,3,1,7,16,0,5,1,2,0.68,0.83,0.3284,70,366,436,7
13477,20/07/2012,3,1,7,17,0,5,1,2,0.66,0.89,0.4179,95,620,715,2
13478,20/07/2012,3,1,7,18,0,5,1,2,0.66,0.78,0.3284,73,549,622,4
13479,20/07/2012,3,1,7,19,0,5,1,2,0.64,0.83,0.2836,44,358,402,2
13480,20/07/2012,3,1,7,20,0,5,1,3,0.64,0.83,0.3881,35,216,251,4
13481,20/07/2012,3,1,7,21,0,5,1,3,0.62,0.83,0.3284,14,108,122,2
13482,20/07/2012,3,1,7,22,0,5,1,2,0.62,0.83,0.194,13,122,135,0
13483,20/07/2012,3,1,7,23,0,5,1,2,0.62,0.83,0.2836,18,148,166,3
13484,21/07/2012,3,1,7,0,0,6,0,3,0.62,0.83,0.2836,11,92,103,0
13485,21/07/2012,3,1,7,1,0,6,0,2,0.62,0.83,0.2537,10,62,72,7
13486,21/07/2012,3,1,7,2,0,6,0,3,0.6,0.88,0.2836,5,55,60,3
13487,21/07/2012,3,1,7,3,0,6,0,3,0.6,0.88,0.2537,7,18,25,0
13488,21/07/2012,3,1,7,4,0,6,0,3,0.58,0.88,0.2836,11,5,16,7
13489,21/07/2012,3,1,7,5,0,6,0,3,0.58,0.88,0.2537,7,10,17,0
13490,21/07/2012,3,1,7,6,0,6,0,3,0.58,0.88,0.2537,3,12,15,6
13491,21/07/2012,3,1,7,7,0,6,0,2,0.58,0.88,0.2537,8,29,37,3
13492,21/07/2012,3,1,7,8,0,6,0,2,0.58,0.83,0.2537,18,94,112,0
13493,21/07/2012,3,1,7,9,0,6,0,2,0.58,0.83,0.194,32,175,207,0
13494,21/07/2012,3,1,7,10,0,6,0,3,0.58,0.88,0.2537,49,219,268,0
13495,21/07/2012,3,1,7,11,0,6,0,2,0.6,0.83,0.2537,80,225,305,3
13496,21/07/2012,3,1,7,12,0,6,0,3,0.6,0.83,0.2239,156,301,457,2
13497,21/07/2012,3,1,7,13,0,6,0,3,0.6,0.83,0.1642,106,248,354,0
13498,21/07/2012,3,1,7,14,0,6,0,2,0.6,0.88,0.2537,121,222,343,2
13499,21/07/2012,3,1,7,15,0,6,0,3,0.6,0.88,0.2537,148,232,380,5
13500,21/07/2012,3,1,7,16,0,6,0,3,0.6,0.88,0.194,130,196,326,7
13501,21/07/2012,3,1,7,17,0,6,0,3,0.6,0.88,0.1642,92,149,241,3
13502,21/07/2012,3,1,7,18,0,6,0,2,0.6,0.88,0.194,51,126,177,5
13503,21/07/2012,3,1,7,19,0,6,0,2,0.6,0.88,0.1642,67,171,238,5
13504,21/07/2012,3,1,7,20,0,6,0,3,0.6,0.88,0.1642,51,163,214,2
13505,21/07/2012,3,1,7,21,0,6,0,2,0.6,0.88,0.1642,29,134,163,1
13506,21/07/2012,3,1,7,22,0,6,0,2,0.6,0.88,0.1045,40,140,180,1
13507,21/07/2012,3,1,7,23,0,6,0,2,0.6,0.88,0,32,117,149,2
13508,22/07/2012,3,1,7,0,0,0,0,2,0.6,0.88,0.1045,17,96,113,0
13509,22/07/2012,3,1,7,1,0,0,0,2,0.6,0.88,0.1642,31,99,130,7
13510,22/07/2012,3,1,7,2,0,0,0,2,0.6,0.88,0.1045,32,90,122,4
13511,22/07/2012,3,1,7,3,0,0,0,2,0.6,0.88,0.1045,13,30,43,1
13512,22/07/2012,3,1,7,4,0,0,0,1,0.6,0.88,0,6,10,16,7
13513,22/07/2012,3,1,7,5,0,0,0,1,0.6,0.88,0,0,6,6,2
13514,22/07/2012,3,1,7,6,0,0,0,2,0.62,0.83,0.0896,5,14,19,0
13515,22/07/2012,3,1,7,7,0,0,0,2,0.62,0.83,0,13,25,38,7
13516,22/07/2012,3,1,7,8,0,0,0,2,0.64,0.78,0,31,122,153,7
13517,22/07/2012,3,1,7,9,0,0,0,2,0.66,0.69,0,79,179,258,6
13518,22/07/2012,3,1,7,10,0,0,0,2,0.66,0.74,0,114,265,379,0
13519,22/07/2012,3,1,7,11,0,0,0,2,0.66,0.74,0,191,314,505,6
13520,22/07/2012,3,1,7,12,0,0,0,2,0.7,0.7,0.1045,178,326,504,2
13521,22/07/2012,3,1,7,13,0,0,0,2,0.7,0.65,0.0896,238,388,626,6
13522,22/07/2012,3,1,7,14,0,0,0,1,0.72,0.66,0.1045,256,360,616,2
13523,22/07/2012,3,1,7,15,0,0,0,1,0.72,0.66,0.1045,254,370,624,6
13524,22/07/2012,3,1,7,16,0,0,0,1,0.74,0.66,0.1045,245,383,628,6
13525,22/07/2012,3,1,7,17,0,0,0,1,0.74,0.66,0.2239,188,368,556,4
13526,22/07/2012,3,1,7,18,0,0,0,1,0.74,0.66,0.1642,173,342,515,0
13527,22/07/2012,3,1,7,19,0,0,0,1,0.72,0.7,0.1642,180,342,522,2
13528,22/07/2012,3,1,7,20,0,0,0,1,0.7,0.74,0.1642,124,254,378,0
13529,22/07/2012,3,1,7,21,0,0,0,1,0.7,0.79,0.1045,88,257,345,5
13530,22/07/2012,3,1,7,22,0,0,0,1,0.7,0.74,0.194,55,136,191,0
13531,22/07/2012,3,1,7,23,0,0,0,1,0.68,0.79,0.1642,33,90,123,6
13532,23/07/2012,3,1,7,0,0,1,1,1,0.66,0.89,0.0896,11,36,47,0
13533,23/07/2012,3,1,7,1,0,1,1,1,0.66,0.89,0.194,7,20,27,6
13534,23/07/2012,3,1,7,2,0,1,1,2,0.66,0.94,0.0896,3,14,17,1
13535,23/07/2012,3,1,7,3,0,1,1,2,0.66,0.94,0.0896,0,2,2,0
13536,23/07/2012,3,1,7,4,0,1,1,2,0.66,0.94,0.1343,0,8,8,5
13537,23/07/2012,3,1,7,5,0,1,1,2,0.66,0.94,0.1343,3,48,51,0
13538,23/07/2012,3,1,7,6,0,1,1,2,0.68,0.89,0.0896,9,148,157,2
13539,23/07/2012,3,1,7,7,0,1,1,1,0.7,0.84,0.1343,17,404,421,5
13540,23/07/2012,3,1,7,8,0,1,1,1,0.72,0.79,0.1045,47,691,738,0
13541,23/07/2012,3,1,7,9,0,1,1,2,0.74,0.74,0.1343,57,288,345,2
13542,23/07/2012,3,1,7,10,0,1,1,2,0.78,0.62,0,63,137,200,3
13543,23/07/2012,3,1,7,11,0,1,1,2,0.8,0.52,0.1642,69,129,198,1
13544,23/07/2012,3,1,7,12,0,1,1,2,0.8,0.52,0.1642,109,205,314,4
13545,23/07/2012,3,1,7,13,0,1,1,2,0.8,0.52,0.1045,64,176,240,0
13546,23/07/2012,3,1,7,14,0,1,1,2,0.78,0.59,0.1642,82,189,271,3
13547,23/07/2012,3,1,7,15,0,1,1,1,0.8,0.55,0.194,76,205,281,6
13548,23/07/2012,3,1,7,16,0,1,1,1,0.82,0.52,0.1343,111,346,457,3
13549,23/07/2012,3,1,7,17,0,1,1,1,0.82,0.52,0.1343,87,760,847,0
13550,23/07/2012,3,1,7,18,0,1,1,1,0.82,0.46,0.1045,69,672,741,0
13551,23/07/2012,3,1,7,19,0,1,1,1,0.8,0.52,0.2537,94,488,582,0
13552,23/07/2012,3,1,7,20,0,1,1,1,0.76,0.62,0.1642,56,347,403,5
13553,23/07/2012,3,1,7,21,0,1,1,1,0.76,0.62,0.194,45,251,296,7
13554,23/07/2012,3,1,7,22,0,1,1,1,0.74,0.62,0.194,40,169,209,4
13555,23/07/2012,3,1,7,23,0,1,1,1,0.72,0.66,0.1642,16,98,114,6
13556,24/07/2012,3,1,7,0,0,2,1,1,0.7,0.74,0.1343,12,52,64,0
13557,24/07/2012,3,1,7,1,0,2,1,1,0.68,0.79,0.1642,7,10,17,4
13558,24/07/2012,3,1,7,2,0,2,1,1,0.66,0.83,0.1642,6,10,16,3
13559,24/07/2012,3,1,7,3,0,2,1,1,0.66,0.83,0.1642,1,5,6,0
13560,24/07/2012,3,1,7,4,0,2,1,1,0.66,0.83,0.0896,0,6,6,4
13561,24/07/2012,3,1,7,5,0,2,1,1,0.66,0.83,0.1045,5,45,50,3
13562,24/07/2012,3,1,7,6,0,2,1,1,0.66,0.83,0.1343,17,173,190,2
13563,24/07/2012,3,1,7,7,0,2,1,1,0.7,0.74,0.1642,24,492,516,4
13564,24/07/2012,3,1,7,8,0,2,1,1,0.74,0.7,0.194,49,694,743,2
13565,24/07/2012,3,1,7,9,0,2,1,1,0.84,0.53,0,40,299,339,1
13566,24/07/2012,3,1,7,10,0,2,1,1,0.82,0.56,0.2985,62,156,218,6
13567,24/07/2012,3,1,7,11,0,2,1,2,0.84,0.53,0.3284,45,156,201,7
13568,24/07/2012,3,1,7,12,0,2,1,2,0.82,0.56,0.2239,60,169,229,7
13569,24/07/2012,3,1,7,13,0,2,1,2,0.84,0.53,0.2985,73,200,273,0
13570,24/07/2012,3,1,7,14,0,2,1,2,0.84,0.53,0.2239,48,196,244,1
13571,24/07/2012,3,1,7,15,0,2,1,1,0.82,0.49,0.2985,73,212,285,5
13572,24/07/2012,3,1,7,16,0,2,1,1,0.8,0.55,0.2985,86,369,455,5
13573,24/07/2012,3,1,7,17,0,2,1,1,0.8,0.52,0.3284,94,775,869,5
13574,24/07/2012,3,1,7,18,0,2,1,1,0.76,0.62,0.3284,110,767,877,2
13575,24/07/2012,3,1,7,19,0,2,1,1,0.76,0.62,0.1642,109,523,632,6
13576,24/07/2012,3,1,7,20,0,2,1,1,0.74,0.66,0.1642,85,438,523,7
13577,24/07/2012,3,1,7,21,0,2,1,1,0.74,0.66,0.2239,53,325,378,0
13578,24/07/2012,3,1,7,22,0,2,1,1,0.74,0.66,0.2537,43,226,269,0
13579,24/07/2012,3,1,7,23,0,2,1,1,0.74,0.58,0.3284,38,154,192,5
13580,25/07/2012,3,1,7,0,0,3,1,1,0.72,0.58,0.2985,9,57,66,0
13581,25/07/2012,3,1,7,1,0,3,1,1,0.7,0.58,0.194,2,26,28,3
13582,25/07/2012,3,1,7,2,0,3,1,1,0.68,0.61,0.2239,1,11,12,6
13583,25/07/2012,3,1,7,3,0,3,1,1,0.66,0.65,0.2239,1,11,12,4
13584,25/07/2012,3,1,7,4,0,3,1,1,0.64,0.65,0.2239,0,4,4,0
13585,25/07/2012,3,1,7,5,0,3,1,1,0.64,0.65,0.1642,5,54,59,4
13586,25/07/2012,3,1,7,6,0,3,1,1,0.64,0.65,0.194,11,179,190,4
13587,25/07/2012,3,1,7,7,0,3,1,1,0.66,0.5,0.3284,34,473,507,4
13588,25/07/2012,3,1,7,8,0,3,1,1,0.7,0.42,0.2537,43,745,788,4
13589,25/07/2012,3,1,7,9,0,3,1,1,0.72,0.37,0.2985,65,277,342,7
13590,25/07/2012,3,1,7,10,0,3,1,1,0.74,0.37,0,68,163,231,4
13591,25/07/2012,3,1,7,11,0,3,1,1,0.76,0.33,0,79,202,281,6
13592,25/07/2012,3,1,7,12,0,3,1,1,0.76,0.33,0,77,233,310,0
13593,25/07/2012,3,1,7,13,0,3,1,1,0.78,0.31,0.1642,81,231,312,1
13594,25/07/2012,3,1,7,14,0,3,1,1,0.8,0.29,0.1343,88,159,247,0
13595,25/07/2012,3,1,7,15,0,3,1,1,0.78,0.31,0.0896,94,223,317,0
13596,25/07/2012,3,1,7,16,0,3,1,1,0.8,0.29,0.1642,91,393,484,0
13597,25/07/2012,3,1,7,17,0,3,1,1,0.8,0.31,0,130,783,913,6
13598,25/07/2012,3,1,7,18,0,3,1,1,0.8,0.27,0.1343,104,787,891,4
13599,25/07/2012,3,1,7,19,0,3,1,1,0.76,0.33,0.1343,116,582,698,3
13600,25/07/2012,3,1,7,20,0,3,1,1,0.74,0.4,0.1642,106,461,567,0
13601,25/07/2012,3,1,7,21,0,3,1,1,0.72,0.45,0.1343,71,326,397,4
13602,25/07/2012,3,1,7,22,0,3,1,1,0.7,0.58,0.1343,55,223,278,0
13603,25/07/2012,3,1,7,23,0,3,1,1,0.68,0.57,0.2985,52,187,239,0
13604,26/07/2012,3,1,7,0,0,4,1,1,0.66,0.65,0.194,27,65,92,1
13605,26/07/2012,3,1,7,1,0,4,1,1,0.66,0.65,0.2239,6,23,29,6
13606,26/07/2012,3,1,7,2,0,4,1,1,0.66,0.69,0.2537,5,16,21,2
13607,26/07/2012,3,1,7,3,0,4,1,1,0.66,0.69,0.2239,0,8,8,3
13608,26/07/2012,3,1,7,4,0,4,1,1,0.66,0.74,0.194,0,4,4,4
13609,26/07/2012,3,1,7,5,0,4,1,1,0.66,0.74,0.194,2,40,42,2
13610,26/07/2012,3,1,7,6,0,4,1,1,0.66,0.78,0.2537,16,165,181,1
13611,26/07/2012,3,1,7,7,0,4,1,1,0.7,0.74,0.2537,17,478,495,0
13612,26/07/2012,3,1,7,8,0,4,1,2,0.7,0.74,0.2537,49,680,729,5
13613,26/07/2012,3,1,7,9,0,4,1,2,0.72,0.7,0.1343,55,289,344,6
13614,26/07/2012,3,1,7,10,0,4,1,1,0.74,0.7,0.2239,79,143,222,2
13615,26/07/2012,3,1,7,11,0,4,1,1,0.8,0.66,0.2239,69,143,212,0
13616,26/07/2012,3,1,7,12,0,4,1,1,0.84,0.56,0.2537,73,206,279,3
13617,26/07/2012,3,1,7,13,0,4,1,1,0.86,0.53,0.2985,53,189,242,0
13618,26/07/2012,3,1,7,14,0,4,1,1,0.9,0.47,0.2537,62,151,213,0
13619,26/07/2012,3,1,7,15,0,4,1,1,0.92,0.42,0.2985,65,173,238,0
13620,26/07/2012,3,1,7,16,0,4,1,1,0.94,0.38,0.3881,62,312,374,0
13621,26/07/2012,3,1,7,17,0,4,1,1,0.9,0.45,0.4179,110,628,738,5
13622,26/07/2012,3,1,7,18,0,4,1,1,0.92,0.4,0.3582,73,615,688,0
13623,26/07/2012,3,1,7,19,0,4,1,1,0.9,0.45,0.3284,80,534,614,6
13624,26/07/2012,3,1,7,20,0,4,1,1,0.86,0.5,0.2537,47,399,446,1
13625,26/07/2012,3,1,7,21,0,4,1,1,0.8,0.49,0.6119,35,236,271,4
13626,26/07/2012,3,1,7,22,0,4,1,1,0.8,0.49,0.6119,33,201,234,2
